"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1903078","positive regulation of protein localization to plasma membrane","16/2428","60/18800",0.00318239901696183,0.0301859181174767,0.0239426511108838,"7430/8878/10551/7429/5357/10857/54209/3799/4035/3958/10519/9495/27237/3688/5780/391",16
"BP","GO:0002275","myeloid cell activation involved in immune response","22/2428","93/18800",0.00319579292456024,0.030219259833786,0.0239690968554831,"4615/8723/6813/11277/3965/6348/7305/3689/5777/57126/54209/5880/8773/2207/29108/9111/6850/2896/8673/11314/3430/136",22
"BP","GO:0034502","protein localization to chromosome","22/2428","93/18800",0.00319579292456024,0.030219259833786,0.0239690968554831,"26354/4436/983/55011/6950/7520/9184/9183/10574/10575/113130/1736/1200/7203/7415/908/546/10039/5925/9212/29072/22948",22
"BP","GO:0072331","signal transduction by p53 class mediator","35/2428","170/18800",0.00326163434905646,0.0307387562668071,0.0243811473288451,"960/4609/5366/972/5716/118471/7314/7291/4646/4282/29108/80279/3190/1655/51246/6125/80196/84154/80237/10210/546/64065/4582/6659/23246/1026/9212/8445/9100/1984/27330/55003/8493/666/6201",35
"BP","GO:0045056","transcytosis","8/2428","21/18800",0.00326565863255654,0.0307387562668071,0.0243811473288451,"114569/5284/6714/55737/84879/5868/4035/1213",8
"BP","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","10/2428","30/18800",0.00326580444155355,0.0307387562668071,0.0243811473288451,"960/972/6423/4282/80237/598/4582/22954/6387/54929",10
"BP","GO:0050727","regulation of inflammatory response","70/2428","394/18800",0.0032767270070016,0.0307941871410688,0.02442511359411,"5320/4615/5603/8723/2629/11277/55450/6288/6348/6714/55737/2950/3956/10062/4814/4192/9572/3603/4314/4598/6223/54/183/54209/63940/4818/29108/6280/4318/7114/3620/6279/144811/9111/6850/56833/11221/2896/405753/8673/3123/118788/1236/27293/79626/2161/81858/90527/5925/11274/9825/5687/1652/1075/7941/3569/834/11343/27347/80762/6369/330/241/7474/3430/55872/4790/8530/3949/136",70
"BP","GO:0006757","ATP generation from ADP","20/2428","82/18800",0.00330689615558593,0.0310300470550226,0.0246121912774478,"3692/226/11277/80201/4609/7167/2597/2203/3939/2023/5315/5236/3643/2026/5230/5211/2027/3101/230/2821",20
"BP","GO:0070665","positive regulation of leukocyte proliferation","33/2428","158/18800",0.00331750103234873,0.0310818856292642,0.0246533082278192,"4615/199/2214/3965/3115/972/6188/1880/3113/7412/3109/970/1947/4282/1436/54440/29108/1725/952/6850/916/3105/3146/10288/7293/1026/3569/6469/942/51293/23529/1437/8767",33
"BP","GO:0042157","lipoprotein metabolic process","30/2428","140/18800",0.00333756300014248,0.0312220343040852,0.0247644703535439,"2629/11313/55937/84992/55347/51604/5538/2752/341/5494/51304/1622/84649/1509/128869/8813/10533/19/10434/8818/84885/55054/4836/51114/255738/254887/54344/80235/3949/147111",30
"BP","GO:0051607","defense response to virus","54/2428","290/18800",0.00338718518453353,0.0316378610060705,0.0250942928094811,"3627/4938/4615/55324/11277/4321/5366/3459/8165/3669/8519/5359/6772/3429/79102/9636/9020/10410/1755/29108/10581/10146/6737/4283/6039/10533/8673/29078/8638/171568/56915/10417/598/27350/1653/81622/10379/55054/80212/54512/22954/84166/5987/3434/3569/29072/9188/330/10955/55718/54765/10621/5611/53840",54
"BP","GO:0000387","spliceosomal snRNP assembly","14/2428","50/18800",0.00347631273210513,0.0322925344244961,0.0256135619994369,"1207/6628/9733/6606/9092/26121/96764/25980/6637/6607/54496/10772/11171/25804",14
"BP","GO:0035633","maintenance of blood-brain barrier","11/2428","35/18800",0.00348587212504988,0.0322925344244961,0.0256135619994369,"60/1365/51599/71/84879/50848/7414/6558/3569/3688/3908",11
"BP","GO:1901658","glycosyl compound catabolic process","11/2428","35/18800",0.00348587212504988,0.0322925344244961,0.0256135619994369,"51071/2629/55347/2519/2517/4668/978/7498/27350/7378/22875",11
"BP","GO:0043405","regulation of MAP kinase activity","37/2428","183/18800",0.00350216584292947,0.0322925344244961,0.0256135619994369,"2629/7855/56034/6714/3301/2950/6188/8754/5997/6423/5777/3643/4282/11329/183/7040/80279/6850/7251/11221/5159/4486/7984/10253/7039/5155/23636/2185/7345/11314/54923/7474/80824/81848/8312/4920/23624",37
"BP","GO:0032536","regulation of cell projection size","6/2428","13/18800",0.00351453773975037,0.0322925344244961,0.0256135619994369,"7430/10083/7429/54825/5357/53841",6
"BP","GO:0098789","pre-mRNA cleavage required for polyadenylation","6/2428","13/18800",0.00351453773975037,0.0322925344244961,0.0256135619994369,"11052/29894/22916/79869/23283/1478",6
"BP","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","6/2428","13/18800",0.00351453773975037,0.0322925344244961,0.0256135619994369,"7805/3303/3304/8904/22954/834",6
"BP","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","6/2428","13/18800",0.00351453773975037,0.0322925344244961,0.0256135619994369,"2629/9927/10075/10133/65018/11140",6
"BP","GO:2001198","regulation of dendritic cell differentiation","6/2428","13/18800",0.00351453773975037,0.0322925344244961,0.0256135619994369,"28959/55365/3965/3135/3146/10288",6
"BP","GO:0010506","regulation of autophagy","61/2428","336/18800",0.00353109846751093,0.0322925344244961,0.0256135619994369,"8723/2629/292/7855/836/254122/2017/27131/2597/55737/1982/7416/2773/112936/401548/5660/9559/5305/79837/29082/1459/54209/4233/5476/29108/11040/291/5899/58476/6737/58533/10133/9550/533/65018/10533/3146/9528/6829/10456/5768/7345/55054/528/22954/55255/5987/26073/27429/84219/823/9100/1915/6048/2021/55847/25/666/53840/51382/8767",61
"BP","GO:0042326","negative regulation of phosphorylation","68/2428","382/18800",0.00353967392982605,0.0322925344244961,0.0256135619994369,"84152/7070/2629/55861/55450/836/5573/3725/578/5518/2203/23603/3301/1848/805/2950/10935/5997/5305/79899/51654/6423/7291/5777/56937/11329/84313/8655/79837/183/26585/7040/64793/6879/29108/80279/58533/7320/7251/11221/11117/4035/10253/4869/55022/10519/23636/7498/5800/5728/808/7345/5925/11314/5987/1026/5478/3170/6690/5794/80824/55872/81848/2810/64780/23624/25/5611",68
"BP","GO:0070200","establishment of protein localization to telomere","7/2428","17/18800",0.00354014789714894,0.0322925344244961,0.0256135619994369,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:0072673","lamellipodium morphogenesis","7/2428","17/18800",0.00354014789714894,0.0322925344244961,0.0256135619994369,"960/6714/7429/23603/6643/57175/10006",7
"BP","GO:1903541","regulation of exosomal secretion","7/2428","17/18800",0.00354014789714894,0.0322925344244961,0.0256135619994369,"6385/6382/6386/27243/7251/7879/10015",7
"BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","25/2428","111/18800",0.00354172778666834,0.0322925344244961,0.0256135619994369,"56034/6714/55165/847/3059/79899/7291/5777/3643/6662/4150/183/54209/10870/5156/5159/5155/118788/8395/9368/10456/5728/54923/10617/4920",25
"BP","GO:0031532","actin cytoskeleton reorganization","25/2428","111/18800",0.00354172778666834,0.0322925344244961,0.0256135619994369,"7430/26499/1365/2017/5341/387/3059/4192/397/2252/84168/1436/5156/50848/79778/1525/2059/23607/10456/2185/998/50488/396/5898/25",25
"BP","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","13/2428","45/18800",0.00355944293810693,0.0323096022186027,0.0256270997105621,"3611/378/1045/387/9948/1741/51248/2195/9368/998/10015/7474/23513",13
"BP","GO:0051985","negative regulation of chromosome segregation","13/2428","45/18800",0.00355944293810693,0.0323096022186027,0.0256270997105621,"11130/9232/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",13
"BP","GO:1905819","negative regulation of chromosome separation","13/2428","45/18800",0.00355944293810693,0.0323096022186027,0.0256270997105621,"11130/9232/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",13
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/2428","40/18800",0.00357213347892172,0.0323767594430268,0.025680366998564,"11130/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",12
"BP","GO:0032729","positive regulation of interferon-gamma production","19/2428","77/18800",0.00359830990627066,0.0325657692404791,0.0258302844408405,"7855/3965/3115/3329/3113/9636/914/54440/29108/916/3105/5142/3394/5987/8140/7474/23513/25/8767",19
"BP","GO:0140546","defense response to symbiont","54/2428","291/18800",0.0036486563729329,0.032972643559237,0.0261530061093379,"3627/4938/4615/55324/11277/4321/5366/3459/8165/3669/8519/5359/6772/3429/79102/9636/9020/10410/1755/29108/10581/10146/6737/4283/6039/10533/8673/29078/8638/171568/56915/10417/598/27350/1653/81622/10379/55054/80212/54512/22954/84166/5987/3434/3569/29072/9188/330/10955/55718/54765/10621/5611/53840",54
"BP","GO:0045582","positive regulation of T cell differentiation","22/2428","94/18800",0.00367405424775599,0.0331011409265161,0.026254926734096,"3122/3965/3135/7494/972/5105/387/4192/54440/939/9092/259307/6850/11221/3123/10288/6659/9308/864/6469/942/8767",22
"BP","GO:0050657","nucleic acid transport","33/2428","159/18800",0.00367910686989718,0.0331011409265161,0.026254926734096,"53371/79228/84271/9972/3181/10204/5901/10212/3178/6432/7884/6396/11052/7263/6426/9793/8086/23180/22916/1070/4869/23636/8480/10128/29107/55795/29072/29074/55677/677/26993/1984/84248",33
"BP","GO:0050658","RNA transport","33/2428","159/18800",0.00367910686989718,0.0331011409265161,0.026254926734096,"53371/79228/84271/9972/3181/10204/5901/10212/3178/6432/7884/6396/11052/7263/6426/9793/8086/23180/22916/1070/4869/23636/8480/10128/29107/55795/29072/29074/55677/677/26993/1984/84248",33
"BP","GO:0097191","extrinsic apoptotic signaling pathway","43/2428","221/18800",0.00369875528886948,0.0332290526538965,0.0263563828451786,"81618/3875/8915/5366/2017/6714/578/5518/2950/1616/6423/970/3429/7001/51304/5499/183/51330/7040/2923/597/29108/939/3303/55437/3655/599/3304/11337/3958/7046/80196/10519/5728/598/4000/147138/9191/27429/2139/1437/1495/666",43
"BP","GO:0030879","mammary gland development","29/2428","135/18800",0.00372107314162522,0.0333805358951071,0.0264765352413833,"3664/1999/353/374/6714/7494/3488/6356/9914/4580/3219/6662/1436/90780/780/80139/128239/7039/595/7498/57142/7372/7474/823/23513/10522/6909/4830/7472",29
"BP","GO:0006417","regulation of translation","80/2428","463/18800",0.00379513199252248,0.033995047628481,0.0269639492726033,"51123/3692/283/1965/28998/84271/54931/2597/6472/3488/1982/9221/6188/1802/10492/6134/8892/5997/387/92170/51654/57409/5315/10102/26986/28960/5499/27335/4691/9689/10140/6726/51010/7812/3646/23521/65018/7555/22916/5036/1983/4116/4869/6125/56915/8872/6195/54517/2185/8664/255967/8507/1653/63935/10128/2886/55695/22868/811/6659/60678/3002/1974/1978/10131/6203/3569/51247/677/285381/10289/1984/115416/23019/5936/28969/6208/7458/9470/5611",80
"BP","GO:1904356","regulation of telomere maintenance via telomere lengthening","16/2428","61/18800",0.00380658798967883,0.0340478147965717,0.027005802758417,"6714/3181/3178/142/6950/7520/10574/10575/1736/7203/100134934/1499/908/9212/3183/22948",16
"BP","GO:0002407","dendritic cell chemotaxis","9/2428","26/18800",0.00389756121312883,0.0347092860289988,0.02753046378997,"6366/3965/1880/7852/56833/7984/3146/1236/811",9
"BP","GO:0019883","antigen processing and presentation of endogenous antigen","9/2428","26/18800",0.00389756121312883,0.0347092860289988,0.02753046378997,"3122/3136/3135/972/567/563/3105/3123/3107",9
"BP","GO:0031954","positive regulation of protein autophosphorylation","9/2428","26/18800",0.00389756121312883,0.0347092860289988,0.02753046378997,"56034/6714/805/5912/85456/26585/5155/808/10040",9
"BP","GO:1905475","regulation of protein localization to membrane","35/2428","172/18800",0.00397475008433309,0.0353452340348108,0.0280348804907827,"7430/60/8878/10551/7429/5357/1173/3689/10857/4323/102/54209/7040/3799/8673/116372/9528/4035/2664/10434/3958/55022/10519/598/10082/3002/9495/4836/27237/123264/131578/3688/5780/391/1213",35
"BP","GO:0001959","regulation of cytokine-mediated signaling pathway","34/2428","166/18800",0.00402784540162958,0.0357653964690418,0.0283681419318805,"4938/11277/4321/7850/7805/972/2950/10062/5777/9636/7852/54209/3326/29108/3303/6850/3304/558/9641/23170/11140/8904/81858/10555/11274/9825/22954/84166/3569/834/7474/54765/1893/8767",34
"BP","GO:0097581","lamellipodium organization","21/2428","89/18800",0.00404207884830663,0.0358397657883188,0.0284271296578086,"960/10096/2017/6714/7429/23603/6643/5880/10109/5800/221178/29984/998/57175/832/7414/5756/10092/64083/3688/10006",21
"BP","GO:0030168","platelet activation","28/2428","130/18800",0.00414870632338061,0.0367319613407273,0.0291347949589224,"3611/10398/1192/6288/60/6714/71/5359/9158/928/5341/5912/5777/3043/5156/2207/29071/1281/6850/50848/558/10672/5155/10461/83706/7414/3569/5478",28
"BP","GO:0043648","dicarboxylic acid metabolic process","22/2428","95/18800",0.00421068669548024,0.0372037697638005,0.029509020596879,"3417/2805/4191/6472/5106/471/5832/8803/5105/2752/4190/4942/10797/10005/23498/5264/47/92259/445/4200/2348/6389",22
"BP","GO:0070936","protein K48-linked ubiquitination","17/2428","67/18800",0.00421415698697511,0.0372037697638005,0.029509020596879,"11065/3429/8454/6500/9111/7320/7321/11337/80196/10210/22954/5478/81847/54765/6048/7322/84447",17
"BP","GO:1905710","positive regulation of membrane permeability","14/2428","51/18800",0.00423270276007414,0.0373136534382328,0.0295961773455813,"292/7805/291/3303/10449/7417/1386/3002/4836/54978/55288/2139/28978/666",14
"BP","GO:0071219","cellular response to molecule of bacterial origin","44/2428","229/18800",0.0042619654226426,0.0375175603679531,0.0297579107889169,"2919/3158/3627/4615/7855/8915/968/6348/6714/7494/2921/2950/8754/387/10062/9516/6373/7001/10563/9572/4282/2920/54209/7040/29108/4283/558/19/3146/10417/445/10288/5142/3394/4843/3569/834/7474/942/54623/4790/1437/25/8767",44
"BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","23/2428","101/18800",0.00434712326863327,0.0382122128699689,0.0303088903030844,"836/60/6714/9133/1164/5716/51654/3326/27013/80279/5155/11140/595/5728/1033/1026/8812/899/2810/891/1022/56647/900",23
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","13/2428","46/18800",0.00438558693969687,0.0384398580187184,0.0304894522575819,"11130/9232/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",13
"BP","GO:0035794","positive regulation of mitochondrial membrane permeability","13/2428","46/18800",0.00438558693969687,0.0384398580187184,0.0304894522575819,"292/291/3303/10449/7417/1386/3002/4836/54978/55288/2139/28978/666",13
"BP","GO:0044743","protein transmembrane import into intracellular organelle","11/2428","36/18800",0.00444343860098557,0.038762922631811,0.030745698341847,"29103/5195/3329/131118/5828/9131/80273/100287932/140823/51025/131474",11
"BP","GO:1903749","positive regulation of establishment of protein localization to mitochondrion","11/2428","36/18800",0.00444343860098557,0.038762922631811,0.030745698341847,"7855/10055/10075/1459/5880/65018/79778/3002/7332/27429/4836",11
"BP","GO:0030038","contractile actin filament bundle assembly","24/2428","107/18800",0.00445412465023916,0.038762922631811,0.030745698341847,"6385/7168/6714/9530/71/387/4233/5217/5216/50848/7984/7126/23370/55160/7046/389/2185/6281/998/4070/3925/8195/85415/25",24
"BP","GO:0043149","stress fiber assembly","24/2428","107/18800",0.00445412465023916,0.038762922631811,0.030745698341847,"6385/7168/6714/9530/71/387/4233/5217/5216/50848/7984/7126/23370/55160/7046/389/2185/6281/998/4070/3925/8195/85415/25",24
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","24/2428","107/18800",0.00445412465023916,0.038762922631811,0.030745698341847,"1535/4938/4615/7855/8915/3965/6348/3459/7305/7291/4282/914/54440/29108/6850/3146/10417/1652/3569/10564/7474/942/1536/8767",24
"BP","GO:0033673","negative regulation of kinase activity","45/2428","236/18800",0.00449449607325771,0.0390506659196379,0.030973928509408,"84152/7070/2629/55861/55450/836/5573/23603/3301/2950/10935/5997/5305/51654/6423/5777/11329/84313/79837/183/64793/6879/29108/80279/58533/7251/11221/10253/4869/23636/5800/5728/7345/5925/11314/5987/1026/5478/3170/5794/80824/81848/2810/23624/25",45
"BP","GO:0071222","cellular response to lipopolysaccharide","42/2428","217/18800",0.00449995414732669,0.0390506659196379,0.030973928509408,"2919/3158/3627/4615/8915/968/6348/6714/7494/2921/2950/8754/387/10062/9516/6373/7001/10563/9572/4282/2920/7040/29108/4283/558/19/3146/10417/445/10288/5142/3394/4843/3569/834/7474/942/54623/4790/1437/25/8767",42
"BP","GO:0032757","positive regulation of interleukin-8 production","16/2428","62/18800",0.00452777530050766,0.0392364437514248,0.0311212824442229,"4615/8915/3965/972/914/29108/3303/6850/3304/3146/965/84632/4843/3569/5861/7474",16
"BP","GO:0001919","regulation of receptor recycling","8/2428","22/18800",0.00455793773832014,0.0393862472924331,0.0312401025478083,"302/10133/55614/55004/255738/23513/125058/3949",8
"BP","GO:1905709","negative regulation of membrane permeability","8/2428","22/18800",0.00455793773832014,0.0393862472924331,0.0312401025478083,"292/291/3303/10449/599/54978/28978/666",8
