Officel.Gene.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	g
KIAA0087	0.996708314	1.167590242	1.736863156	0.094395506	0.191813828	-5.240566534	stable
AP5S1	-1.336684289	1.787581007	-1.736852057	0.094397499	0.191813828	-5.240584158	stable
C1orf56	-0.538108123	0.311386545	-1.736671546	0.094429919	0.191847858	-5.240870794	stable
MAFG	0.136987558	0.162625922	1.736647746	0.094434194	0.191847858	-5.240908584	stable
GPR64	1.441755799	1.693885316	1.736612635	0.094440501	0.191847858	-5.240964335	stable
PGM5	1.697570764	1.7202283	1.736490807	0.094462389	0.191869593	-5.241157769	stable
RAB30	1.854911901	1.650080114	1.736431591	0.094473029	0.191869593	-5.241251785	stable
BRWD1	2.193067575	3.364424086	1.73637373	0.094483427	0.191869593	-5.241343649	stable
DEFB124	0.091815599	0.10873515	1.736358232	0.094486212	0.191869593	-5.241368253	stable
USP14	1.814074347	2.654754511	1.73630302	0.094496135	0.191871969	-5.241455907	stable
RNF150	0.107332682	0.119079872	1.736098684	0.094532867	0.191928775	-5.241780294	stable
BANK1	-0.849228879	0.390254991	-1.735995108	0.094551491	0.191948808	-5.241944709	stable
OR56A1	0.108229797	0.119677949	1.735591589	0.094624076	0.192078375	-5.242585181	stable
RFFL	-1.168269228	2.182253514	-1.735524882	0.09463608	0.192084955	-5.242691047	stable
SLC2A4RG	2.134575404	2.073782502	1.735227556	0.094689599	0.19217579	-5.243162878	stable
CEBPA	-0.250503179	0.183263131	-1.73515292	0.094703038	0.192185271	-5.243281308	stable
DCUN1D1	-1.678717948	2.36548633	-1.735080815	0.094716022	0.192193828	-5.24339572	stable
NDUFB1	2.124717852	6.834148895	1.734976548	0.094734801	0.192214141	-5.243561157	stable
LINC00317	0.091890955	0.108785387	1.734652557	0.094793173	0.192314775	-5.244075173	stable
C10orf107	-0.13750346	0.145596558	-1.734478659	0.094824516	0.19236056	-5.244351032	stable
ALG13	-1.703487696	1.834653176	-1.734297106	0.094857248	0.192409154	-5.244639012	stable
BCAN	0.091935488	0.108815076	1.7336468	0.09497457	0.192629306	-5.245670335	stable
MRPS34	-1.676909331	1.954256511	-1.733393696	0.095020265	0.192704157	-5.246071651	stable
PMF1	-1.237876254	1.844634551	-1.733164583	0.095061646	0.192756597	-5.246434888	stable
CERS2	-1.722479677	2.143005364	-1.733153161	0.095063709	0.192756597	-5.246452996	stable
NXNL2	1.417644948	1.886076958	1.732831156	0.095121894	0.192856393	-5.246963437	stable
A2ML1	1.170983908	1.24543409	1.732783419	0.095130522	0.192856393	-5.247039104	stable
ANKRD20A4	0.143141234	0.14295224	1.732722792	0.095141482	0.192860775	-5.2471352	stable
HCK	-1.433909631	1.119947429	-1.732633024	0.095157711	0.192875837	-5.247277479	stable
TIGIT	-0.526561088	0.282500767	-1.732163608	0.095242613	0.193030078	-5.248021395	stable
LINC00174	1.248425702	0.879808552	1.73137216	0.095385906	0.193302621	-5.2492753	stable
BLOC1S2	-1.545314229	1.935575136	-1.73128781	0.095401189	0.19331572	-5.249408911	stable
SLC6A12	-0.680765362	0.406335941	-1.731237721	0.095410265	0.193316242	-5.24948825	stable
SLC29A3	-1.325403005	0.916541731	-1.731124252	0.095430828	0.193335303	-5.249667972	stable
GNG12-AS1	0.092049102	0.108890819	1.73108848	0.095437312	0.193335303	-5.24972463	stable
FXYD4	0.092065606	0.108901821	1.730717761	0.095504525	0.193453584	-5.250311735	stable
LTBP4	2.146492588	3.724254893	1.730320043	0.095576677	0.193581848	-5.250941488	stable
HSD3B1	0.092090613	0.108918493	1.730156459	0.095606368	0.193624093	-5.251200477	stable
TAS2R38	0.103668372	0.116636999	1.73010693	0.095615359	0.193624414	-5.251278889	stable
RNF126	1.506435538	1.117049532	1.730003223	0.095634187	0.193644653	-5.251443065	stable
TRIM6	0.648622703	0.514684685	1.729782856	0.095674206	0.193707792	-5.2517919	stable
UGT1A1	0.950291251	0.833802115	1.729651152	0.09569813	0.19373012	-5.252000366	stable
DDX31	-0.993940354	0.704482653	-1.729624844	0.095702909	0.19373012	-5.252042005	stable
PRPS1	-1.22544895	1.276241137	-1.728938671	0.09582764	0.1939647	-5.253127891	stable
MIXL1	1.131980753	0.901820416	1.728378203	0.095929624	0.194142157	-5.254014594	stable
FAM171A1	1.513800989	2.067526422	1.72833318	0.09593782	0.194142157	-5.254085814	stable
CYB5D2	2.01619606	3.041175441	1.72831087	0.095941882	0.194142157	-5.254121105	stable
ECE2	-1.397022426	1.193528641	-1.728030598	0.09599292	0.194227506	-5.254564417	stable
REM2	0.10188022	0.115444897	1.72797931	0.096002262	0.194228481	-5.254645535	stable
PSMB7	-2.117087142	4.782672381	-1.727723728	0.096048829	0.19430476	-5.255049736	stable
GRM5	1.254492975	0.883853401	1.727609079	0.096069724	0.194329096	-5.255231037	stable
MCCC2	1.536373061	2.573865897	1.727472372	0.096094644	0.194361569	-5.255447208	stable
XAF1	-1.80047785	3.405390913	-1.727036623	0.096174112	0.194504356	-5.256136156	stable
SLC25A3	-1.538101899	6.380940706	-1.726703144	0.096234967	0.194609475	-5.256663314	stable
PRICKLE2-AS3	1.40694549	1.797019034	1.726476031	0.09627643	0.194675365	-5.257022284	stable
TMED5	-1.271279604	3.050038501	-1.726353984	0.096298718	0.194702472	-5.257215175	stable
CLN8	1.604288646	2.17079745	1.725909856	0.096379861	0.19484856	-5.25791701	stable
IL37	0.092295711	0.109055225	1.725572656	0.096441507	0.194955207	-5.258449776	stable
SLC51A	1.877368065	2.034275396	1.724885445	0.096567243	0.195191382	-5.259535294	stable
KNTC1	1.859015265	2.893219374	1.724726457	0.096596353	0.19521524	-5.259786384	stable
SMG7-AS1	1.248232796	1.196687691	1.724723702	0.096596857	0.19521524	-5.259790734	stable
YIF1A	-2.325678832	4.141654053	-1.724480235	0.096641448	0.195287351	-5.260175204	stable
PLA2G4D	1.14632537	0.948018109	1.724351411	0.09666505	0.195317039	-5.26037862	stable
LCTL	1.331057166	2.256396086	1.724258174	0.096682134	0.195333554	-5.260525834	stable
TELO2	-1.140034992	0.740466278	-1.723698916	0.096784665	0.195505927	-5.261408734	stable
OR1J4	0.113769504	0.123371087	1.723631014	0.09679712	0.195505927	-5.261515916	stable
SPATA31C1	0.666411492	0.560858751	1.723617113	0.09679967	0.195505927	-5.261537857	stable
TMEM80	1.752688629	2.616617369	1.723598274	0.096803126	0.195505927	-5.261567593	stable
CEP70	1.51709086	1.545495534	1.723542906	0.096813284	0.195508429	-5.261654986	stable
GTPBP3	1.412989166	1.683086158	1.723337837	0.096850912	0.195566401	-5.261978648	stable
IHH	-0.252314867	0.197285985	-1.723261715	0.096864883	0.195576597	-5.262098784	stable
TREML1	-0.855408819	0.384898345	-1.723136315	0.096887902	0.195591707	-5.262296682	stable
GNAL	1.287104351	1.418522328	1.723123732	0.096890212	0.195591707	-5.26231654	stable
DONSON	0.933763102	1.123383552	1.722421119	0.097019275	0.195834211	-5.263425141	stable
PDZD2	1.450276748	1.836202719	1.722342758	0.097033678	0.19584525	-5.263548759	stable
LAP3	-2.021098191	4.479533245	-1.722225004	0.097055325	0.195870906	-5.263734511	stable
CP	1.560514303	2.105208331	1.721942397	0.097107295	0.195957747	-5.264180275	stable
ZNRF3-AS1	1.352328151	1.976649331	1.721465893	0.097194974	0.196116625	-5.264931748	stable
PLEKHG6	-1.675506804	1.60293694	-1.72123793	0.097236944	0.196183253	-5.2652912	stable
PTPRF	1.567934873	3.677579434	1.720825402	0.097312932	0.196318497	-5.265941577	stable
ILKAP	1.670965027	2.278689677	1.720624498	0.097349958	0.196375119	-5.266258272	stable
ING2	0.126996728	0.132189236	1.720440774	0.097383827	0.196403152	-5.266547859	stable
HLA-B	-1.874598765	9.239561654	-1.720426526	0.097386454	0.196403152	-5.266570315	stable
RNF220	2.096140625	3.455594556	1.720358874	0.097398929	0.196403152	-5.266676942	stable
MAGED1	1.484760344	4.655117391	1.720354733	0.097399693	0.196403152	-5.266683469	stable
ZFAND6	-1.723358051	2.787216091	-1.719886929	0.097485989	0.196559085	-5.267420684	stable
RNF152	0.794709921	1.06217565	1.71963244	0.097532963	0.19663571	-5.267821669	stable
TOR4A	-1.160293147	1.588469655	-1.719197801	0.097613232	0.196772763	-5.268506397	stable
RAPGEF4	1.204302138	0.850392843	1.719103199	0.097630711	0.196772763	-5.268655415	stable
SOD1	-1.412758546	6.248753193	-1.719097335	0.097631794	0.196772763	-5.268664653	stable
YWHAH	-1.595202107	3.423235241	-1.719069985	0.097636848	0.196772763	-5.268707732	stable
GANC	-1.12407346	1.001127194	-1.718979646	0.097653542	0.196788316	-5.268850028	stable
RAD50	-1.233069611	1.253635212	-1.718853901	0.097676784	0.196817058	-5.269048081	stable
WHSC1L1	-1.848661868	2.374317996	-1.718452406	0.097751022	0.196931138	-5.269680372	stable
SEMA6D	-0.40008437	0.331822387	-1.718406543	0.097759506	0.196931138	-5.269752592	stable
HCAR2	-0.26762715	0.194635773	-1.718401977	0.097760351	0.196931138	-5.269759782	stable
C4orf48	-1.205898957	0.923492898	-1.718045896	0.097826237	0.197045755	-5.270320444	stable
C1orf131	1.837334008	2.258142488	1.717472238	0.097932463	0.197241594	-5.271223496	stable
NUFIP2	1.027420443	1.91024439	1.717287693	0.097966656	0.197292334	-5.271513955	stable
DECR2	1.489110589	1.933176272	1.716898287	0.098038839	0.197419566	-5.272126769	stable
PRND	0.842824863	0.908502573	1.716836132	0.098050365	0.19742464	-5.272224573	stable
XPNPEP3	2.097635047	5.797309959	1.716570842	0.098099572	0.197505577	-5.27264199	stable
C17orf105	1.583795151	2.036024842	1.716414748	0.098128535	0.197545745	-5.272887568	stable
GPR137B	-0.743467527	0.366695754	-1.716238704	0.098161208	0.197593374	-5.273164513	stable
FAM161B	-1.267365953	1.533964303	-1.715895445	0.098224942	0.197703513	-5.273704451	stable
DNASE1L1	1.678184322	2.845339472	1.715555391	0.098288116	0.197812503	-5.274239262	stable
NANOS1	1.156837992	1.438386382	1.71491124	0.098407877	0.19803535	-5.275252104	stable
ELOF1	-1.857977822	4.494711066	-1.714718123	0.098443805	0.198089467	-5.275555696	stable
TMEM9	-2.09729824	2.895187125	-1.714640707	0.098458211	0.198100271	-5.275677391	stable
ASTL	0.092825802	0.109408619	1.713886732	0.098598609	0.198364547	-5.276862387	stable
PLAC1	0.143991772	0.143519266	1.713553026	0.098660802	0.198458332	-5.277386729	stable
ACY1	-1.872623485	3.191140134	-1.713539453	0.098663332	0.198458332	-5.277408054	stable
TIPARP	1.2738291	1.378587405	1.713482784	0.098673897	0.198461373	-5.277497088	stable
C9orf62	0.085581844	0.104579313	1.713046605	0.098755248	0.198606769	-5.278182299	stable
SETD6	0.733508296	0.747395555	1.712790972	0.098802951	0.198684478	-5.278583818	stable
PDE8B	0.143002002	0.167024984	1.712090487	0.098933769	0.198929292	-5.279683819	stable
LY86	-0.862696704	0.387327639	-1.712006518	0.09894946	0.198940841	-5.279815655	stable
MSTO2P	-0.193857862	0.164381359	-1.711962625	0.098957663	0.198940841	-5.279884567	stable
PPIL4	-1.64612708	2.498526339	-1.711789918	0.098989945	0.198987491	-5.280155705	stable
API5	-1.484238597	1.940043579	-1.711504401	0.099043334	0.199076556	-5.2806039	stable
SIX3-AS1	0.09293882	0.109483964	1.711424963	0.099058192	0.199077084	-5.280728588	stable
ZNF649	-0.243134427	0.199839969	-1.711405893	0.099061759	0.199077084	-5.28075852	stable
AMMECR1	-1.116631614	0.910484231	-1.711267959	0.099087564	0.199110689	-5.280975013	stable
GLTSCR1L	-0.743838513	0.567989466	-1.711070868	0.099124446	0.199166544	-5.281284332	stable
BOD1	1.181603639	0.866810853	1.710772979	0.099180213	0.199260329	-5.28175179	stable
HERPUD2	1.401689637	2.551641395	1.710652665	0.099202744	0.19928733	-5.281940573	stable
ZNF653	0.092977017	0.109509429	1.710595283	0.099213491	0.199290657	-5.282030607	stable
OR1A2	0.145175744	0.14430858	1.709686848	0.099383768	0.199614401	-5.283455642	stable
PITRM1	-1.506091372	1.75398652	-1.709377541	0.0994418	0.199712662	-5.283940707	stable
MSANTD1	0.964037306	0.795160471	1.709299362	0.099456473	0.199723831	-5.284063299	stable
PRSS22	-0.652089229	0.3835689	-1.709064544	0.099500554	0.19979405	-5.284431486	stable
TMEM116	1.455837791	2.162016145	1.708984574	0.09951557	0.1998059	-5.284556868	stable
MSRA	0.996007623	0.711529833	1.70883459	0.099543739	0.199844152	-5.28479201	stable
PTPRG	1.679592379	2.158773007	1.708704749	0.099568129	0.199874813	-5.284995558	stable
SIX2	0.093068138	0.109570176	1.708620795	0.099583902	0.199884447	-5.285127164	stable
PURB	1.144796309	2.101689039	1.708582143	0.099591165	0.199884447	-5.285187754	stable
NMNAT3	-0.430635096	0.243307103	-1.708510522	0.099604624	0.199893158	-5.28530002	stable
ZRANB2	-1.262004979	1.399538654	-1.70824792	0.099653984	0.19997391	-5.285711621	stable
TMEM145	1.795993491	3.184022375	1.70798901	0.099702671	0.200040915	-5.286117384	stable
NLRP5	1.295762017	0.950370673	1.707973297	0.099705626	0.200040915	-5.286142008	stable
TBC1D29	0.145273033	0.144373439	1.707651822	0.099766107	0.20014394	-5.286645751	stable
ILVBL	-1.566989907	1.609150903	-1.707538582	0.099787419	0.200165822	-5.286823178	stable
CELF1	1.588646948	3.397963649	1.707448846	0.099804311	0.200165822	-5.286963773	stable
LARP4B	-1.045067374	1.006436067	-1.707392736	0.099814873	0.200165822	-5.287051679	stable
TDO2	-0.767255313	0.355513843	-1.707351933	0.099822555	0.200165822	-5.287115604	stable
ZNF174	0.15727014	0.152371511	1.70735132	0.099822671	0.200165822	-5.287116565	stable
USP13	0.97003576	1.181130325	1.707136778	0.09986307	0.200228516	-5.287452658	stable
ASZ1	0.77730765	0.615557768	1.706957008	0.099896933	0.200278093	-5.287734254	stable
PHEX	1.073142726	1.185929054	1.706806311	0.099925327	0.200316697	-5.287970291	stable
SMIM15	-1.511338201	2.003131749	-1.706700404	0.099945285	0.200338387	-5.288136163	stable
ALKBH4	1.303963248	1.331125452	1.706601771	0.099963876	0.200340708	-5.288290635	stable
HOMER2	1.078928216	0.970673397	1.706556444	0.09997242	0.200340708	-5.288361621	stable
LINC00554	0.960973471	0.713737501	1.706548801	0.099973861	0.200340708	-5.28837359	stable
PF4	-0.728343665	0.342543293	-1.706387941	0.10000419	0.200383166	-5.288625497	stable
CA1	-1.427452712	2.084372163	-1.705483714	0.100174817	0.200706714	-5.290041167	stable
ST5	-1.221449877	1.032691583	-1.705370782	0.100196144	0.200731098	-5.290217932	stable
TOM1	-1.360077106	1.730429089	-1.705185004	0.100231237	0.200783053	-5.2905087	stable
B4GALNT2	-0.688858928	0.3370026	-1.705071847	0.100252617	0.200807531	-5.290685794	stable
RALGPS1	1.51023558	1.784619691	1.704415753	0.100376657	0.201037615	-5.291712415	stable
TTC28-AS1	-1.38512991	1.114713534	-1.704148554	0.10042721	0.201120489	-5.292130423	stable
BUD13	-0.55538145	0.32351358	-1.704060251	0.100443921	0.20113558	-5.292268553	stable
CDAN1	0.744797127	0.655875686	1.703865072	0.100480867	0.201191185	-5.292573847	stable
ZZZ3	1.866198673	3.327276015	1.70352221	0.100545796	0.201302804	-5.293110078	stable
ANXA8	-0.236256351	0.178514189	-1.703338084	0.10058068	0.201354253	-5.293398011	stable
ZNF490	1.391284225	2.356708061	1.703068709	0.100631732	0.20143806	-5.293819212	stable
LINC00526	-0.218823599	0.191241018	-1.702458561	0.100747449	0.201624332	-5.294773059	stable
POU5F2	-0.230586163	0.176624126	-1.702439237	0.100751116	0.201624332	-5.294803262	stable
MMP8	0.08606512	0.104901497	1.70243257	0.100752381	0.201624332	-5.294813684	stable
KLHL21	1.559122113	2.475908997	1.702315804	0.10077454	0.201650268	-5.294996192	stable
ZEB2	-0.745136826	0.791856119	-1.702077247	0.100819824	0.201722468	-5.29536903	stable
DOK6	0.259311861	0.243326651	1.701859808	0.100861114	0.201786664	-5.295708826	stable
TUBGCP3	-0.581960542	0.458112997	-1.701782556	0.100875787	0.201793713	-5.295829542	stable
DSN1	-0.950120248	0.769824644	-1.701697635	0.100891919	0.201793713	-5.295962236	stable
MSL1	1.54842525	3.265158583	1.701695872	0.100892254	0.201793713	-5.295964991	stable
SUPT6H	2.035068189	3.224110209	1.70152127	0.100925429	0.20184165	-5.2962378	stable
SLC36A1	-0.770410158	0.632284788	-1.70123626	0.100979601	0.201931566	-5.296683068	stable
IDH3B	-1.641703628	1.966065698	-1.70103962	0.101016991	0.20198791	-5.296990243	stable
SCAND2P	1.025100754	1.218931102	1.700922101	0.101039342	0.202014176	-5.297173809	stable
RBM14	-1.373824525	1.190672004	-1.700539527	0.101112134	0.202141275	-5.297771321	stable
MS4A4A	-0.872122046	0.570219057	-1.700467668	0.101125811	0.202150183	-5.297883539	stable
FAM124B	0.959334714	0.687081227	1.700128624	0.101190364	0.20226078	-5.298412959	stable
KNG1	0.76474017	0.727560754	1.699901065	0.101233711	0.202328973	-5.298768246	stable
MPZL1	-1.594724235	2.672180016	-1.699030601	0.101399665	0.202642178	-5.300126952	stable
PDSS1	-0.94070402	0.589534086	-1.698692306	0.101464223	0.202742953	-5.300654847	stable
ELAVL4	1.405311362	1.063367872	1.698669433	0.101468589	0.202742953	-5.300690537	stable
PPP2R2C	1.146944709	1.083291483	1.698537646	0.101493748	0.202774741	-5.300896158	stable
TRIM4	1.272935009	1.341328094	1.698477198	0.10150529	0.202779319	-5.300990469	stable
E2F1	-0.460781996	0.302357345	-1.698288152	0.101541394	0.202832959	-5.301285402	stable
TCL6	1.273093247	1.436242874	1.698222468	0.101553941	0.202839538	-5.30138787	stable
EHD3	-0.558447209	0.325337573	-1.697901878	0.101615197	0.202943398	-5.301887949	stable
AKR7A3	-0.094039896	0.131108704	-1.697438132	0.101703863	0.203101975	-5.302611202	stable
NKD1	0.093612554	0.10993312	1.69696234	0.101794899	0.203265256	-5.303353079	stable
TAF1L	0.768047079	0.736661592	1.696796866	0.101826577	0.20330999	-5.303611054	stable
SLC26A11	1.609633677	2.166999703	1.696585361	0.101867078	0.203372333	-5.303940763	stable
C10orf76	1.276276411	1.903305786	1.696156432	0.101949256	0.203517861	-5.304609309	stable
H1FOO	0.093662054	0.10996612	1.695913967	0.101995734	0.203588994	-5.304987164	stable
MCL1	-1.495093887	2.486058985	-1.695873652	0.102003463	0.203588994	-5.305049987	stable
LILRA5	1.220547575	1.446682575	1.695788965	0.102019702	0.203602867	-5.30518195	stable
SHCBP1	0.550266894	0.507803095	1.695689811	0.102038718	0.203622279	-5.30533645	stable
ASH1L	1.799763799	3.613804844	1.695507172	0.102073752	0.20367365	-5.305621014	stable
AQP1	1.99740829	4.103289564	1.695086942	0.102154401	0.203803163	-5.306275672	stable
LGALS8	1.895903143	3.743337742	1.695072079	0.102157254	0.203803163	-5.306298823	stable
R3HCC1L	-0.89050269	0.686072444	-1.694888519	0.102192499	0.203849532	-5.30658474	stable
ATP6AP1L	1.577738797	1.918964209	1.694854175	0.102199095	0.203849532	-5.306638232	stable
GTSF1L	0.134816169	0.137402197	1.694639348	0.102240359	0.203913285	-5.306972815	stable
ODF2L	1.706341024	3.785025482	1.694431764	0.102280246	0.203974278	-5.307296085	stable
NCOA6	1.551536066	2.138822817	1.694159051	0.102332666	0.204060254	-5.307720732	stable
AFAP1L1	1.540785349	2.184001988	1.693930067	0.102376699	0.20412949	-5.308077247	stable
HBZ	0.093775323	0.110041633	1.693522206	0.102455168	0.204267371	-5.308712166	stable
NOVA1	1.282310277	0.952444688	1.693424033	0.102474064	0.204286463	-5.308864974	stable
CFP	0.787918742	0.651721075	1.693345378	0.102489204	0.204298067	-5.308987396	stable
ZSCAN20	1.278093909	1.212151566	1.692654106	0.102622353	0.20454488	-5.310063137	stable
OR6Y1	0.111042451	0.121553051	1.692477593	0.102656375	0.20459409	-5.310337766	stable
MS4A14	0.086532461	0.105213058	1.692336197	0.102683635	0.204614193	-5.310557741	stable
FAAH2	-0.920236637	0.710438647	-1.692328443	0.10268513	0.204614193	-5.310569804	stable
RPS29	-1.528769289	11.08432995	-1.692148069	0.102719915	0.204664902	-5.310850396	stable
AFP	0.093847196	0.110089548	1.692009763	0.102746593	0.204699452	-5.311065531	stable
PDHX	1.8866612	3.113900777	1.691885609	0.102770547	0.204715312	-5.311258641	stable
TOP1	-1.466838118	2.149306663	-1.691871695	0.102773232	0.204715312	-5.311280283	stable
ZBTB48	-1.32686757	1.07755996	-1.691757912	0.102795189	0.204722209	-5.311457251	stable
PIFO	-0.247706221	0.189935414	-1.691756961	0.102795372	0.204722209	-5.311458729	stable
C20orf173	0.110283605	0.121047154	1.691515355	0.102842009	0.204796483	-5.311834468	stable
