Type	ID	Name	Description	Target	MoA
kd	CGS001-6277	S100A6	EF-hand domain containing		
oe	ccsbBroad304_06908	S100B	EF-hand domain containing		
kd	CGS001-6285	S100B	EF-hand domain containing		
oe	ccsbBroad304_01480	S100P	EF-hand domain containing		
kd	CGS001-6286	S100P	EF-hand domain containing		
kd	CGS001-170591	S100Z	EF-hand domain containing		
oe	ccsbBroad304_00478	S1PR3	GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate		
kd	CGS001-1903	S1PR3	GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate		
cp	BRD-K73395020	SA-1478088	-666	MMP12, MMP14, MMP2, MMP8, MMP9	-666
cp	BRD-K09638361	SA-63133	-666	CSNK1E, CSNK1A1, CSNK1D, CSNK1G2	-666
cp	BRD-K68143200	SA-792541	CDC inhibitor	CASP3, CDC25A, CDC25B	CDC inhibitor
cp	BRD-K26997899	SA-792574	Microtubule inhibitor	TUBB	Microtubule inhibitor
cp	BRD-K51290057	SA-792709	Retinoid receptor agonist	RARA, RARB	Retinoid receptor agonist
cp	BRD-K20755323	SA-792728	Sphingosine kinase inhibitor	SPHK1, VCP	Sphingosine kinase inhibitor
cp	BRD-K82823804	SA-792987	PKC inhibitor	WEE1	PKC inhibitor
cp	BRD-K20197062	SA-94315	Caspase inhibitor	CASP3	Caspase inhibitor
oe	ccsbBroad304_07814	SACM1L	-		
kd	CGS001-22908	SACM1L	-		
cp	BRD-K40213712	SAL-1	Adenosine receptor antagonist	ADORA2B, ADORA2A	Adenosine receptor antagonist
oe	ccsbBroad304_08715	SALL4	Zinc fingers, C2H2-type		
kd	CGS001-57167	SALL4	Zinc fingers, C2H2-type		
cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist	DHH, IHH, PTCH1, SMO	Smoothened receptor antagonist
kd	CGS001-10284	SAP18	-		
kd	CGS001-51128	SAR1B	-		
oe	ccsbBroad304_01481	SARS	Aminoacyl tRNA synthetases / Class II		
kd	CGS001-6301	SARS	Aminoacyl tRNA synthetases / Class II		
oe	ccsbBroad304_01483	SAT1	-		
kd	CGS001-6303	SAT1	-		
oe	ccsbBroad304_01484	SATB1	Homeoboxes / CUT class		
kd	CGS001-6304	SATB1	Homeoboxes / CUT class		
oe	ccsbBroad304_02751	SATB2	Homeoboxes / CUT class		
kd	CGS001-23314	SATB2	Homeoboxes / CUT class		
cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist	HTR2B, HTR2C	Serotonin receptor antagonist
cp	BRD-K54330070	SB-202190	p38 MAPK inhibitor	MAPK14, AKT1, ALOX5, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1	p38 MAPK inhibitor
cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist	HTR4	Serotonin receptor antagonist
cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor	MAPK14, MAPK1, MAPK11, AKT1, ALOX5, CHEK1, CYP2D6, CYP3A4, GAK, GSK3B, LCK, MAPK10, MAPK12, MAPK8, MAPK9, PRKCA, RAF1, RIPK2, ROCK1, RPS6KB1, SGK1, SRC, TNF	p38 MAPK inhibitor
cp	BRD-A22707317	SB-205384	GABA receptor modulator	GABRA3, GABRA5, GABRA6	GABA receptor modulator
cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist	OPRD1, OPRK1, OPRM1	Delta 1 opioid receptor agonist
cp	BRD-K36395411	SB-206553	Serotonin receptor antagonist	HTR2B, HTR2C, HTR1A, HTR2A	Serotonin receptor antagonist
cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist	HTR1B, HTR1D, HTR1A, HTR2A, HTR2B, HTR2C	Serotonin receptor antagonist
cp	BRD-K59184148	SB-216763	Glycogen synthase kinase inhibitor	GSK3B, CCNA2, CDK2, GSK3A	Glycogen synthase kinase inhibitor
cp	BRD-A06352508	SB-218078	CHK inhibitor	CHEK1	CHK inhibitor
cp	BRD-K61097567	SB-218795	Tachykinin antagonist	TACR3	Tachykinin antagonist
cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist	HTR2B, HTR2C, HTR2A	Serotonin receptor antagonist
cp	BRD-K04414442	SB-222200	Tachykinin antagonist	TACR3	Tachykinin antagonist
cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist	CXCR2	CC chemokine receptor antagonist
cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor	MAPK11, MAPK14, PTGS2, TNF	p38 MAPK inhibitor
cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist	HTR6	Serotonin receptor antagonist
cp	BRD-K24201553	SB-269970	Serotonin receptor antagonist	HTR7	Serotonin receptor antagonist
cp	BRD-K41567364	SB-334867	Orexin receptor antagonist	HCRTR1, HCRTR2	Orexin receptor antagonist
cp	BRD-K59331372	SB-366791	TRPV antagonist	TRPV1	TRPV antagonist
cp	BRD-K53913732	SB-408124	Orexin receptor antagonist	HCRTR1, HCRTR2	Orexin receptor antagonist
cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor	GSK3B, GSK3A, RPS6KB1	Glycogen synthase kinase inhibitor
cp	BRD-K67298865	SB-431542	TGF beta receptor inhibitor	TGFBR1, ACVR1C, ACVR1B	TGF beta receptor inhibitor
cp	BRD-K37720887	SB-525334	TGF beta receptor inhibitor	TGFBR1	TGF beta receptor inhibitor
cp	BRD-K01253243	SB-590885	RAF inhibitor	BRAF	RAF inhibitor
kd	CGS001-55206	SBNO1	-		
cp	BRD-K52512893	SC-19220	Prostanoid receptor antagonist	PTGER1	Prostanoid receptor antagonist
cp	BRD-K14767410	SC-560	Cyclooxygenase inhibitor	PTGS1	Cyclooxygenase inhibitor
cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor	MAPK14	p38 MAPK inhibitor
cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator		Protein tyrosine kinase activator
oe	ccsbBroad304_01485	SC5DL	-		
kd	CGS001-6309	SC5DL	-		
oe	ccsbBroad304_07805	SCAF8	RNA binding motif (RRM) containing		
kd	CGS001-22828	SCAF8	RNA binding motif (RRM) containing		
kd	CGS001-51282	SCAND1	-		
kd	CGS001-22937	SCAP	WD repeat domain containing		
kd	CGS001-949	SCARB1	-		
oe	ccsbBroad304_08217	SCCPDH	-		
kd	CGS001-51097	SCCPDH	-		
cp	BRD-K45435259	SCH-23390	Dopamine receptor antagonist	DRD1, DRD5, HTR2C, KCNJ4, KCNJ6	Dopamine receptor antagonist
cp	BRD-K55748775	SCH-28080	ATPase inhibitor	ATP4A	ATPase inhibitor
cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3	Adenosine receptor antagonist
cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist	ADORA2A, ADORA1, ADORA2B, ADORA3	Adenosine receptor antagonist
cp	BRD-K17140735	SCH-79797	Proteasome inhibitor	F2R	Proteasome inhibitor
oe	ccsbBroad304_02709	SCMH1	Sterile alpha motif (SAM) domain containing		
kd	CGS001-22955	SCMH1	Sterile alpha motif (SAM) domain containing		
kd	CGS001-6335	SCN9A	Voltage-gated sodium channels		
kd	CGS001-6337	SCNN1A	Epithelial sodium channels (ENaC)		
oe	ccsbBroad304_06916	SCP2	-		
kd	CGS001-6342	SCP2	-		
oe	ccsbBroad304_07490	SCRN1	-		
kd	CGS001-9805	SCRN1	-		
kd	CGS001-80274	SCUBE1	-		
oe	ccsbBroad304_08709	SCYL3	-		
kd	CGS001-57147	SCYL3	-		
cp	BRD-K91904471	SD-169	p38 MAPK inhibitor	MAPK14	p38 MAPK inhibitor
oe	ccsbBroad304_02838	SDF2L1	-		
kd	CGS001-23753	SDF2L1	-		
oe	ccsbBroad304_06926	SDHA	Mitochondrial respiratory chain complex		
kd	CGS001-6389	SDHA	Mitochondrial respiratory chain complex		
oe	ccsbBroad304_06928	SDHB	Mitochondrial respiratory chain complex / Complex II		
kd	CGS001-6390	SDHB	Mitochondrial respiratory chain complex / Complex II		
oe	ccsbBroad304_01514	SDHC	Mitochondrial respiratory chain complex / Complex II		
kd	CGS001-6391	SDHC	Mitochondrial respiratory chain complex / Complex II		
oe	ccsbBroad304_01515	SDHD	Mitochondrial respiratory chain complex / Complex II		
kd	CGS001-6392	SDHD	Mitochondrial respiratory chain complex / Complex II		
cp	BRD-A75769826	SDM25N	Opioid receptor antagonist	OPRD1	Opioid receptor antagonist
cp	BRD-K15868788	SDZ-205-557	Serotonin receptor antagonist	HTR3A, HTR3B, HTR4	Serotonin receptor antagonist
cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist	TACR1	Tachykinin antagonist
cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist	ADORA1	Adenosine receptor agonist
kd	CGS001-6397	SEC14L1	-		
kd	CGS001-9919	SEC16A	-		
kd	CGS001-10427	SEC24B	-		
kd	CGS001-9632	SEC24C	-		
kd	CGS001-9871	SEC24D	-		
kd	CGS001-55176	SEC61A2	-		
oe	ccsbBroad304_03878	SENP2	-		
kd	CGS001-59343	SENP2	-		
oe	ccsbBroad304_09833	SENP5	-		
kd	CGS001-205564	SENP5	-		
oe	ccsbBroad304_07981	SENP6	Ulp1 endopeptidase		
kd	CGS001-26054	SENP6	Ulp1 endopeptidase		
kd	CGS001-51734	SEPX1	-		
oe	ccsbBroad304_02572	SERINC3	-		
kd	CGS001-10955	SERINC3	-		
kd	CGS001-5265	SERPINA1	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_04976	SERPINA12	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_06694	SERPINA5	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-5104	SERPINA5	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_00232	SERPINA6	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-866	SERPINA6	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_01648	SERPINA7	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-6906	SERPINA7	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_06687	SERPINB2	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-5055	SERPINB2	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-5268	SERPINB5	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_06722	SERPINB6	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-5269	SERPINB6	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-462	SERPINC1	Serine (or cysteine) peptidase inhibitors		
oe	ccsbBroad304_06354	SERPIND1	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-3053	SERPIND1	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-5054	SERPINE1	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-5345	SERPINF2	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-871	SERPINH1	Serine (or cysteine) peptidase inhibitors		
kd	CGS001-29946	SERTAD3	-		
kd	CGS001-27244	SESN1	-		
oe	ccsbBroad304_01519	SET	-		
kd	CGS001-6418	SET	-		
kd	CGS001-23067	SETD1B	Histone methyltransferases (HMTs)		
oe	ccsbBroad304_04227	SETD7	Histone methyltransferases (HMTs)		
kd	CGS001-80854	SETD7	Histone methyltransferases (HMTs)		
oe	ccsbBroad304_10231	SETDB1	Histone methyltransferases (HMTs)		
kd	CGS001-9869	SETDB1	Histone methyltransferases (HMTs)		
cp	BRD-K15601958	SEW-2871	Lysophospholipid receptor agonist	S1PR1	Lysophospholipid receptor agonist
oe	ccsbBroad304_01789	SF1	Zinc fingers, CCHC domain containing		
kd	CGS001-7536	SF1	Zinc fingers, CCHC domain containing		
kd	CGS001-23451	SF3B1	-		
kd	CGS001-51460	SFMBT1	Sterile alpha motif (SAM) domain containing		
kd	CGS001-2810	SFN	-		
oe	ccsbBroad304_06934	SFPQ	RNA binding motif (RRM) containing		
kd	CGS001-6421	SFPQ	RNA binding motif (RRM) containing		
kd	CGS001-6443	SGCB	-		
oe	ccsbBroad304_01527	SGK1	SGK family		
kd	CGS001-6446	SGK1	SGK family		
oe	ccsbBroad304_02831	SGK3	SGK family		
kd	CGS001-23678	SGK3	SGK family		
oe	ccsbBroad304_07322	SGPL1	Sphingosine 1-phosphate lyase		
kd	CGS001-8879	SGPL1	Sphingosine 1-phosphate lyase		
kd	CGS001-10019	SH2B3	Pleckstrin homology (PH) domain containing		
oe	ccsbBroad304_14020	SH3BP5	-		
kd	CGS001-9467	SH3BP5	-		
kd	CGS001-6455	SH3GL1	-		
kd	CGS001-6461	SHB	SH2 domain containing		
oe	ccsbBroad304_01531	SHC1	SH2 domain containing		
kd	CGS001-6464	SHC1	SH2 domain containing		
oe	ccsbBroad304_10116	SHC4	SH2 domain containing		
kd	CGS001-399694	SHC4	SH2 domain containing		
kd	CGS001-6469	SHH	-		
oe	ccsbBroad304_13952	SHMT2	-		
kd	CGS001-6472	SHMT2	-		
oe	ccsbBroad304_01532	SIAH1	-		
kd	CGS001-6477	SIAH1	-		
kd	CGS001-6478	SIAH2	-		
cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist	GRM5	Glutamate receptor antagonist
cp	BRD-K67439147	SIB-1893	Glutamate receptor antagonist	GRM5, GRM4	Glutamate receptor antagonist
cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor	CTSL	Cathepsin inhibitor
oe	ccsbBroad304_09665	SIK1	QIK subfamily		
kd	CGS001-150094	SIK1	QIK subfamily		
kd	CGS001-23387	SIK3	QIK subfamily		
oe	ccsbBroad304_01536	SIM2	Basic helix-loop-helix proteins		
kd	CGS001-6493	SIM2	Basic helix-loop-helix proteins		
kd	CGS001-25942	SIN3A	-		
oe	ccsbBroad304_08532	SIRPG	Immunoglobulin superfamily / C1-set domain containing		
kd	CGS001-55423	SIRPG	Immunoglobulin superfamily / C1-set domain containing		
kd	CGS001-23411	SIRT1	Histone deacetylases		
oe	ccsbBroad304_02705	SIRT2	Histone deacetylases		
kd	CGS001-22933	SIRT2	Histone deacetylases		
oe	ccsbBroad304_02761	SIRT3	Histone deacetylases (HDACs)		
kd	CGS001-23410	SIRT3	Histone deacetylases (HDACs)		
oe	ccsbBroad304_07880	SIRT5	Histone deacetylases		
kd	CGS001-23408	SIRT5	Histone deacetylases		
oe	ccsbBroad304_03332	SIRT6	Histone deacetylases (HDACs)		
kd	CGS001-51548	SIRT6	Histone deacetylases (HDACs)		
kd	CGS001-51547	SIRT7	Histone deacetylases (HDACs)		
oe	ccsbBroad304_07671	SIX2	Homeoboxes / SINE class		
kd	CGS001-10736	SIX2	Homeoboxes / SINE class		
kd	CGS001-51804	SIX4	Homeoboxes / SINE class		
cp	BRD-K93095519	SJ-172550	MDM inhibitor	MDM4	MDM inhibitor
kd	CGS001-8935	SKAP2	Pleckstrin homology (PH) domain containing		
cp	BRD-A64227845	SKF-77434	Dopamine receptor agonist	DRD1	Dopamine receptor agonist
cp	BRD-A09828896	SKF-81297	Dopamine receptor agonist	DRD1, DRD5	Dopamine receptor agonist
cp	BRD-A52588987	SKF-83566	Dopamine receptor antagonist	DRD1, DRD5	Dopamine receptor antagonist
cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor	ALOX5, MAPK14	p38 MAPK inhibitor
cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor	SLC6A1	GABA uptake inhibitor
cp	BRD-A72703248	SKF-96365	Calcium channel blocker	CYP3A4, TRPC1, PKD2, TRPC3, TRPC4, TRPC5, TRPV2	Calcium channel blocker
kd	CGS001-6499	SKIV2L	-		
oe	ccsbBroad304_06952	SKP1	-		
kd	CGS001-6500	SKP1	-		
oe	ccsbBroad304_01538	SKP2	F-boxes / Leucine-rich repeats		
kd	CGS001-6502	SKP2	F-boxes / Leucine-rich repeats		
kd	CGS001-4891	SLC11A2	SLC11 family of proton-coupled metal ion transporters		
kd	CGS001-6558	SLC12A2	SLC12 family of cation-coupled chloride transporters		
kd	CGS001-10723	SLC12A7	SLC12 family of cation-coupled chloride transporters		
kd	CGS001-6566	SLC16A1	SLC16 family of monocarboxylate transporters		
kd	CGS001-6567	SLC16A2	SLC16 family of monocarboxylate transporters		
kd	CGS001-9123	SLC16A3	SLC16 family of monocarboxylate transporters		
kd	CGS001-9122	SLC16A4	SLC16 family of monocarboxylate transporters		
kd	CGS001-9121	SLC16A5	SLC16 family of monocarboxylate transporters		
kd	CGS001-9120	SLC16A6	SLC16 family of monocarboxylate transporters		
oe	ccsbBroad304_06954	SLC1A1	Glutamate transporter subfamily		
kd	CGS001-6505	SLC1A1	Glutamate transporter subfamily		
kd	CGS001-6509	SLC1A4	Alanine/serine/cysteine transporter subfamily		
oe	ccsbBroad304_06957	SLC1A5	Alanine/serine/cysteine transporter subfamily		
kd	CGS001-6510	SLC1A5	Alanine/serine/cysteine transporter subfamily		
kd	CGS001-6511	SLC1A6	Glutamate transporter subfamily		
oe	ccsbBroad304_06675	SLC22A18	Orphan or poorly characterized SLC22 family members		
kd	CGS001-5002	SLC22A18	Orphan or poorly characterized SLC22 family members		
oe	ccsbBroad304_08805	SLC22A23	Orphan or poorly characterized SLC22 family members		
kd	CGS001-63027	SLC22A23	Orphan or poorly characterized SLC22 family members		
kd	CGS001-6583	SLC22A4	Organic zwitterions/cation transporters (OCTN)		
oe	ccsbBroad304_06974	SLC22A5	Organic zwitterions/cation transporters (OCTN)		
kd	CGS001-6584	SLC22A5	Organic zwitterions/cation transporters (OCTN)		
kd	CGS001-6576	SLC25A1	Mitochondrial di- and tri-carboxylic acid transporter subfamily		
oe	ccsbBroad304_00383	SLC25A10	Mitochondrial di- and tri-carboxylic acid transporter subfamily		
kd	CGS001-1468	SLC25A10	Mitochondrial di- and tri-carboxylic acid transporter subfamily		
kd	CGS001-8604	SLC25A12	Mitochondrial amino acid transporter subfamily		
oe	ccsbBroad304_02337	SLC25A13	Mitochondrial amino acid transporter subfamily		
kd	CGS001-10165	SLC25A13	Mitochondrial amino acid transporter subfamily		
oe	ccsbBroad304_02063	SLC25A14	Mitochondrial uncoupling proteins		
kd	CGS001-9016	SLC25A14	Mitochondrial uncoupling proteins		
oe	ccsbBroad304_07564	SLC25A15	Mitochondrial amino acid transporter subfamily		
kd	CGS001-10166	SLC25A15	Mitochondrial amino acid transporter subfamily		
kd	CGS001-788	SLC25A20	Mitochondrial amino acid transporter subfamily		
oe	ccsbBroad304_04117	SLC25A22	Mitochondrial amino acid transporter subfamily		
kd	CGS001-79751	SLC25A22	Mitochondrial amino acid transporter subfamily		
kd	CGS001-29957	SLC25A24	Mitochondrial nucleotide transporter subfamily		
kd	CGS001-81894	SLC25A28	Miscellaneous SLC25 mitochondrial transporters		
oe	ccsbBroad304_01187	SLC25A3	Mitochondrial phosphate transporters		
oe	ccsbBroad304_09058	SLC25A32	Mitochondrial nucleotide transporter subfamily		
kd	CGS001-81034	SLC25A32	Mitochondrial nucleotide transporter subfamily		
oe	ccsbBroad304_00067	SLC25A4	Mitochondrial nucleotide transporter subfamily		
kd	CGS001-291	SLC25A4	Mitochondrial nucleotide transporter subfamily		
kd	CGS001-91137	SLC25A46	Miscellaneous SLC25 mitochondrial transporters		
oe	ccsbBroad304_05818	SLC25A5	Mitochondrial nucleotide transporter subfamily		
kd	CGS001-292	SLC25A5	Mitochondrial nucleotide transporter subfamily		
oe	ccsbBroad304_00068	SLC25A6	Mitochondrial nucleotide transporter subfamily		
kd	CGS001-293	SLC25A6	Mitochondrial nucleotide transporter subfamily		
oe	ccsbBroad304_02590	SLC27A3	SLC27 family of fatty acid transporters		
kd	CGS001-11000	SLC27A3	SLC27 family of fatty acid transporters		
oe	ccsbBroad304_00504	SLC29A1	SLC29 family		
kd	CGS001-2030	SLC29A1	SLC29 family		
kd	CGS001-3177	SLC29A2	SLC29 family		
oe	ccsbBroad304_01540	SLC2A1	Solute carriers		
kd	CGS001-6513	SLC2A1	Solute carriers		
kd	CGS001-6514	SLC2A2	Solute carriers		
kd	CGS001-56731	SLC2A4RG	-		
oe	ccsbBroad304_07764	SLC2A6	Solute carriers		
kd	CGS001-11182	SLC2A6	Solute carriers		
oe	ccsbBroad304_01825	SLC30A2	SLC30 zinc transporter family		
kd	CGS001-7780	SLC30A2	SLC30 zinc transporter family		
oe	ccsbBroad304_05148	SLC30A8	SLC30 zinc transporter family		
kd	CGS001-169026	SLC30A8	SLC30 zinc transporter family		
oe	ccsbBroad304_02469	SLC35A1	SLC35 family of nucleotide sugar transporters		
kd	CGS001-10559	SLC35A1	SLC35 family of nucleotide sugar transporters		
kd	CGS001-23443	SLC35A3	SLC35 family of nucleotide sugar transporters		
kd	CGS001-10237	SLC35B1	SLC35 family of nucleotide sugar transporters		
oe	ccsbBroad304_03451	SLC35F2	SLC35 family of nucleotide sugar transporters		
kd	CGS001-54733	SLC35F2	SLC35 family of nucleotide sugar transporters		
kd	CGS001-206358	SLC36A1	SLC36 family of proton-coupled amino acid transporters		
kd	CGS001-120103	SLC36A4	SLC36 family of proton-coupled amino acid transporters		
oe	ccsbBroad304_00602	SLC37A4	SLC37 family of phosphosugar/phosphate exchangers		
kd	CGS001-2542	SLC37A4	SLC37 family of phosphosugar/phosphate exchangers		
kd	CGS001-81539	SLC38A1	System A-like transporters		
oe	ccsbBroad304_03413	SLC38A2	System A-like transporters		
kd	CGS001-54407	SLC38A2	System A-like transporters		
kd	CGS001-10991	SLC38A3	System N-like transporters		
kd	CGS001-25800	SLC39A6	SLC39 family of metal ion transporters		
oe	ccsbBroad304_03926	SLC39A8	SLC39 family of metal ion transporters		
kd	CGS001-64116	SLC39A8	SLC39 family of metal ion transporters		
kd	CGS001-6519	SLC3A1	SLC3 family		
oe	ccsbBroad304_01545	SLC3A2	SLC3 family		
kd	CGS001-6520	SLC3A2	SLC3 family		
oe	ccsbBroad304_04082	SLC52A2	SLC52 family of riboflavin transporters		
oe	ccsbBroad304_02041	SLC5A6	Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters		
kd	CGS001-8884	SLC5A6	Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters		
oe	ccsbBroad304_02659	SLC6A14	Glycine transporter subfamily		
kd	CGS001-11254	SLC6A14	Glycine transporter subfamily		
kd	CGS001-6535	SLC6A8	GABA transporter subfamily		
oe	ccsbBroad304_01546	SLC7A1	SLC7 family		
kd	CGS001-6541	SLC7A1	SLC7 family		
oe	ccsbBroad304_02826	SLC7A11	Solute carriers		
kd	CGS001-23657	SLC7A11	Solute carriers		
kd	CGS001-8140	SLC7A5	SLC7 family		
oe	ccsbBroad304_02625	SLC7A9	SLC7 family		
kd	CGS001-11136	SLC7A9	SLC7 family		
kd	CGS001-6548	SLC9A1	SLC9 family of sodium/hydrogen exchangers		
kd	CGS001-9748	SLK	SLK subfamily		
oe	ccsbBroad304_00960	SMAD1	SMADs		
kd	CGS001-4086	SMAD1	SMADs		
oe	ccsbBroad304_00961	SMAD2	SMADs		
kd	CGS001-4087	SMAD2	SMADs		
oe	ccsbBroad304_06549	SMAD3	SMADs		
kd	CGS001-4088	SMAD3	SMADs		
oe	ccsbBroad304_00962	SMAD4	SMADs		
kd	CGS001-4089	SMAD4	SMADs		
oe	ccsbBroad304_00963	SMAD5	SMADs		
kd	CGS001-4090	SMAD5	SMADs		
kd	CGS001-4091	SMAD6	SMADs		
oe	ccsbBroad304_00964	SMAD7	SMADs		
kd	CGS001-4092	SMAD7	SMADs		
kd	CGS001-6595	SMARCA2	Non-enzymatic BRD containing proteins		
kd	CGS001-6597	SMARCA4	Non-enzymatic BRD containing proteins		
kd	CGS001-8467	SMARCA5	-		
oe	ccsbBroad304_08660	SMARCAD1	-		
kd	CGS001-56916	SMARCAD1	-		
oe	ccsbBroad304_01556	SMARCB1	-		
kd	CGS001-6598	SMARCB1	-		
kd	CGS001-6599	SMARCC1	-		
oe	ccsbBroad304_06975	SMARCC2	-		
kd	CGS001-6601	SMARCC2	-		
kd	CGS001-6603	SMARCD2	-		
oe	ccsbBroad304_06976	SMARCE1	-		
kd	CGS001-6605	SMARCE1	-		
kd	CGS001-8243	SMC1A	Structural maintenance of chromosomes proteins		
kd	CGS001-9126	SMC3	Structural maintenance of chromosomes proteins		
kd	CGS001-10051	SMC4	Structural maintenance of chromosomes proteins		
kd	CGS001-9887	SMG7	-		
oe	ccsbBroad304_02384	SMNDC1	Tudor domain containing		
kd	CGS001-10285	SMNDC1	Tudor domain containing		
kd	CGS001-6608	SMO	GPCR / Class F : Frizzled receptors		
kd	CGS001-64094	SMOC2	EF-hand domain containing		
oe	ccsbBroad304_08386	SMOX	-		
kd	CGS001-54498	SMOX	-		
kd	CGS001-6611	SMS	-		
oe	ccsbBroad304_03556	SMU1	WD repeat domain containing		
kd	CGS001-55234	SMU1	WD repeat domain containing		
kd	CGS001-57154	SMURF1	-		
oe	ccsbBroad304_03961	SMURF2	-		
kd	CGS001-64750	SMURF2	-		
oe	ccsbBroad304_08862	SMYD3	Chromatin-modifying enzymes / K-methyltransferases		
kd	CGS001-64754	SMYD3	Chromatin-modifying enzymes / K-methyltransferases		
cp	BRD-A36630025	SN-38	Topoisomerase inhibitor	TOP1	Topoisomerase inhibitor
oe	ccsbBroad304_01555	SNAI2	Snail homologs		
kd	CGS001-6591	SNAI2	Snail homologs		
oe	ccsbBroad304_05425	SNAI3	Snail homologs		
kd	CGS001-333929	SNAI3	Snail homologs		
oe	ccsbBroad304_01560	SNAPC1	-		
kd	CGS001-6617	SNAPC1	-		
kd	CGS001-6621	SNAPC4	-		
oe	ccsbBroad304_01563	SNCA	Parkinson disease		
kd	CGS001-6622	SNCA	Parkinson disease		
kd	CGS001-11267	SNF8	-		
oe	ccsbBroad304_08424	SNRK	SNRK subfamily		
kd	CGS001-54861	SNRK	SNRK subfamily		
oe	ccsbBroad304_06982	SNRNP70	RNA binding motif (RRM) containing		
kd	CGS001-6625	SNRNP70	RNA binding motif (RRM) containing		
oe	ccsbBroad304_01566	SNRPA	RNA binding motif (RRM) containing		
kd	CGS001-6626	SNRPA	RNA binding motif (RRM) containing		
kd	CGS001-6632	SNRPD1	-		
cp	BRD-K71512533	SNS-314	Aurora kinase inhibitor	AURKA, AURKB, AURKC	Aurora kinase inhibitor
oe	ccsbBroad304_07820	SNW1	-		
kd	CGS001-22938	SNW1	-		
oe	ccsbBroad304_03103	SNX11	Sorting nexins		
kd	CGS001-29916	SNX11	Sorting nexins		
kd	CGS001-23161	SNX13	Sorting nexins		
oe	ccsbBroad304_02242	SNX17	Sorting nexins		
kd	CGS001-9784	SNX17	Sorting nexins		
kd	CGS001-6643	SNX2	Sorting nexins		
oe	ccsbBroad304_08782	SNX6	Sorting nexins		
kd	CGS001-58533	SNX6	Sorting nexins		
oe	ccsbBroad304_10507	SNX7	Sorting nexins		
kd	CGS001-51375	SNX7	Sorting nexins		
oe	ccsbBroad304_01576	SOAT1	-		
kd	CGS001-6646	SOAT1	-		
kd	CGS001-8435	SOAT2	-		
